date_scraping,channel_name,channel_subscribers_number,title_video,hashtags_video,visualizations_video,date_upload_video,day_of_week_upload_video,converted_date_upload_video,likes_video,count_comments,username,comment_text,comment_text_and_emojis_used,date_comment,likes_comment,converted_date_comment,day_of_week_comment,emotion_comment,score_emotion
10,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Flavio Victorio,"Hay papá nos entró un chingo de lana, es todo mi chingon ","['Hay papá nos entró un chingo de lana, es todo mi chingon ', ['😅', '😂', '😂']]",12 days ago,206,2023-02-07 11:22:03,Tuesday,POS,0.9399769036099315
11,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Zhárife Bravo,Ya miré al escorpión dorado como  jefe de comunicación de la campaña de Sheimbaun en 2024! ,"['Ya miré al escorpión dorado como  jefe de comunicación de la campaña de Sheimbaun en 2024! ', ['🤣']]",5 days ago,9,2023-02-14 11:22:03,Tuesday,NEU,0.31613363325595856
12,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Danielius Leks,cuando el poli vio a la jefa de gobierno se le bajó la presión JAJAJAJAJA,"['cuando el poli vio a la jefa de gobierno se le bajó la presión JAJAJAJAJA', []]",2 weeks ago,2000,2023-02-05 11:22:03,Sunday,NEG,-0.5465680658817291
13,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Aldo Valencia,La mejor entrevista a modo. Limpiando la cara de Alex Lora,"['La mejor entrevista a modo. Limpiando la cara de Alex Lora', []]",2 weeks ago,363,2023-02-05 11:22:03,Sunday,POS,0.8816327033564448
14,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",S M,Escorpión dándose prisa por sacar la entrevista con Ibai y todos se olviden de que vendió la entrevista ,"['Escorpión dándose prisa por sacar la entrevista con Ibai y todos se olviden de que vendió la entrevista ', ['😂', '😂']]",13 days ago,446,2023-02-06 11:22:03,Monday,NEG,-0.687385082244873
15,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",LeOn047,"Cuando hay “mucha hambre”, la dignidad desaparece! Bien ahí Escorpión!","['Cuando hay “mucha hambre”, la dignidad desaparece! Bien ahí Escorpión!', []]",11 days ago,313,2023-02-08 11:22:03,Wednesday,NEG,-0.5991375632584095
16,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Ivonne Viridiana Gualito Rodríguez,"Yo quisiera circular en el centro como lo hizo el escorpión, excelente escenificación ","['Yo quisiera circular en el centro como lo hizo el escorpión, excelente escenificación ', ['😬', '👌']]",13 days ago,94,2023-02-06 11:22:03,Monday,POS,0.6679475978016853
17,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",guillermochapa,"""señora Claudia Sheinbaum, su campaña parece ir como un tren fuera de borda ¿por qué es tan popular?""
Le faltó hacer esa pregunta ","['""señora Claudia Sheinbaum, su campaña parece ir como un tren fuera de borda ¿por qué es tan popular?""\nLe faltó hacer esa pregunta ', ['😂', '😂', '😂', '😂', '😂']]",11 days ago (edited),161,2023-02-08 11:22:03,Wednesday,NEG,-0.9578883461654186
18,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Jorge Castillo,Próximamente el escorpion en las mañaneras en primera fila junto a lord molécula,"['Próximamente el escorpion en las mañaneras en primera fila junto a lord molécula', []]",2 weeks ago,2000,2023-02-05 11:22:03,Sunday,NEU,-0.014656975865364075
19,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",X D,"Hubiese estado chido que también subirás a su esposa Chela Lora, así se podría ver a la pareja de rock más vieja cotorreando.","['Hubiese estado chido que también subirás a su esposa Chela Lora, así se podría ver a la pareja de rock más vieja cotorreando.', []]",2 weeks ago (edited),158,2023-02-05 11:22:03,Sunday,POS,0.4687315374612808
20,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Edgar Hdz.,"Preguntas que todo el pueblo quería saber y que el Escorpion tuvo miedo de hacer:
Como será tu vestido
Donde será la boda
Donde será la luna de miel","['Preguntas que todo el pueblo quería saber y que el Escorpion tuvo miedo de hacer:\nComo será tu vestido\nDonde será la boda\nDonde será la luna de miel', []]",2 weeks ago (edited),56,2023-02-05 11:22:03,Sunday,NEU,-0.17897008638828993
21,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Luis Angel,"Jajajajaja En la plaza de santo domingo ofrecen documentos falsificados, como títulos, INE, Pasaportes etc etc... y el Escorpión hablando sobre comprar una tesis con Claudia.  ","['Jajajajaja En la plaza de santo domingo ofrecen documentos falsificados, como títulos, INE, Pasaportes etc etc... y el Escorpión hablando sobre comprar una tesis con Claudia.  ', ['🤣', '🤣', '😂']]",9 days ago (edited),13,2023-02-10 11:22:03,Friday,NEG,-0.8025187877938151
22,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Claudio Ramirez,Al rato vamos a ver a Alex Montiel en el gabinete de Claudia. Recuerden que es un 98% de lealtad y un 2% de capacidad,"['Al rato vamos a ver a Alex Montiel en el gabinete de Claudia. Recuerden que es un 98% de lealtad y un 2% de capacidad', []]",2 weeks ago,805,2023-02-05 11:22:03,Sunday,NEU,0.4007070083171129
23,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Jona Dom,Has llegado muy lejos escorpión.. pero de lo que alguna vez fuiste en esencia.. Felicidade$$$$$$$$$$,"['Has llegado muy lejos escorpión.. pero de lo que alguna vez fuiste en esencia.. Felicidade$$$$$$$$$$', []]",10 days ago,30,2023-02-09 11:22:03,Thursday,POS,0.9310824177227914
24,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Walter Sadrac,"Que no se pierda la bonita tradición, de decir que luisito comunica fue la invitada  más apretada ","['Que no se pierda la bonita tradición, de decir que luisito comunica fue la invitada  más apretada ', ['💅']]",2 weeks ago,647,2023-02-05 11:22:03,Sunday,POS,0.8450967781245708
25,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Magdiel Burgos,"Sube a Marcelo, por fas. 
Ya destapa a los candidatos alacran dorado jajajaja","['Sube a Marcelo, por fas. \nYa destapa a los candidatos alacran dorado jajajaja', []]",2 weeks ago,73,2023-02-05 11:22:03,Sunday,NEU,-0.14629914611577988
26,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Miguel Silva,Usen este comentario para decirle al escorpion que una de las partes favoritas es cuando interactua con la gente,"['Usen este comentario para decirle al escorpion que una de las partes favoritas es cuando interactua con la gente', []]",2 weeks ago,61,2023-02-05 11:22:03,Sunday,POS,0.604930910281837
27,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Erick rpadilla,"Claudia no había escuchado nunca la canción y sabe hasta quién la compuso JAJAJA, buena política","['Claudia no había escuchado nunca la canción y sabe hasta quién la compuso JAJAJA, buena política', []]",11 days ago,18,2023-02-08 11:22:03,Wednesday,POS,0.6943203024566174
28,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",LEONEL DOMÍNGUEZ,"Estuvo muy bueno ese chequé, ahora se llama el ESCORPIÓN DE DIAMANTE, ya lo podemos incluir en la lista junto con Lord molécula, Vicente serrano y los comentaristas del canal once","['Estuvo muy bueno ese chequé, ahora se llama el ESCORPIÓN DE DIAMANTE, ya lo podemos incluir en la lista junto con Lord molécula, Vicente serrano y los comentaristas del canal once', []]",13 days ago,310,2023-02-06 11:22:03,Monday,POS,0.9564866141881794
29,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Alma Rosa Solís Bojorquez,"Te dió poco tiempo, suficiente. Se agradece! Por favor! Con las demás corcholatas! Después de esto, irán sin duda. no te pongas nervioso!! ️️🇲🇽","['Te dió poco tiempo, suficiente. Se agradece! Por favor! Con las demás corcholatas! Después de esto, irán sin duda. no te pongas nervioso!! ️️🇲🇽', ['🗳', '🕊']]",12 days ago,1,2023-02-07 11:22:03,Tuesday,POS,0.5146523918956518
30,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Emilio Maldonado Garza,Pd: El escorpión dorado usando el teléfono mientras maneja con la jefa de gobierno de la capital es una de las cosas mas surreales que he visto y que huevos jajajaja,"['Pd: El escorpión dorado usando el teléfono mientras maneja con la jefa de gobierno de la capital es una de las cosas mas surreales que he visto y que huevos jajajaja', []]",2 weeks ago,1100,2023-02-05 11:22:03,Sunday,POS,0.7820808403193951
31,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",aingeniero,"Que bueno que el Alex ,asegura el futuro de sus hijos con dinero y no con honestidad y el buen ejemplo, habra mas rateros politicos y corrumpos en la siguiente epoca con el apellido Montiel","['Que bueno que el Alex ,asegura el futuro de sus hijos con dinero y no con honestidad y el buen ejemplo, habra mas rateros politicos y corrumpos en la siguiente epoca con el apellido Montiel', []]",2 weeks ago,22,2023-02-05 11:22:03,Sunday,NEG,-0.9129724223166704
32,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",GIANLUIGI,"Propongo que la Nueva Imagen del metro sea con decoración de una serpiente emplumado, se vería muy chido viajando en toda la.ciudad","['Propongo que la Nueva Imagen del metro sea con decoración de una serpiente emplumado, se vería muy chido viajando en toda la.ciudad', []]",12 days ago,3,2023-02-07 11:22:03,Tuesday,POS,0.7658430151641369
33,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Jonathan Segoviano,"Ya está ahí haz preguntas incómodas.
No le preguntes que color le gusta, que música le  gusta, cuál es su libro favorito ... Porfavor que se vea real.","['Ya está ahí haz preguntas incómodas.\nNo le preguntes que color le gusta, que música le  gusta, cuál es su libro favorito ... Porfavor que se vea real.', []]",11 days ago,5,2023-02-08 11:22:03,Wednesday,NEU,-0.029550746083259583
34,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Prime Time,Excelente entrevista para el canal del Chapucero. Felicidade$$$!,"['Excelente entrevista para el canal del Chapucero. Felicidade$$$!', []]",6 days ago,5,2023-02-13 11:22:03,Monday,POS,0.9192562005482614
35,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Luizito,Desde Pueblita estamos con la Jefa Claudia y Morena ️ 🇲🇽 Viva AMLO y la 4T ️ 🇲🇽,"['Desde Pueblita estamos con la Jefa Claudia y Morena ️ 🇲🇽 Viva AMLO y la 4T ️ 🇲🇽', ['❤', '❤']]",10 days ago,0,2023-02-09 11:22:03,Thursday,NEU,0.04720403254032135
36,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Axel Ramon,Los de El universal viendo el video con detalle para comer una semana más ,"['Los de El universal viendo el video con detalle para comer una semana más ', ['😂', '😂', '😂', '😂', '😂']]",2 weeks ago (edited),1400,2023-02-05 11:22:03,Sunday,NEU,0.024782121181488037
37,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Erick Guevara,Ya hasta te ganaste una aparición en la UDQ ( Unidad  De Quemados ) cuando puedas chécala !,"['Ya hasta te ganaste una aparición en la UDQ ( Unidad  De Quemados ) cuando puedas chécala !', []]",11 days ago (edited),10,2023-02-08 11:22:03,Wednesday,NEU,0.34110613726079464
38,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Juan Carlos Jiménez,"Escenarios en los que no se espera ver a una presidenciable pero que, es bueno abrirse a todo mundo se agradece refrescar los espacios y no sólo en los grandes medios","['Escenarios en los que no se espera ver a una presidenciable pero que, es bueno abrirse a todo mundo se agradece refrescar los espacios y no sólo en los grandes medios', []]",2 weeks ago,3,2023-02-05 11:22:03,Sunday,POS,0.8802318591624498
39,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Pedrock Valdivia,"“Pregunté lo que nadie se atreve a preguntar y no fue a MODO,no es que yo le esté ayudando en su campaña bla bla bla…” el anecdotario money money","['“Pregunté lo que nadie se atreve a preguntar y no fue a MODO,no es que yo le esté ayudando en su campaña bla bla bla…” el anecdotario money money', []]",10 days ago,29,2023-02-09 11:22:03,Thursday,NEU,-0.4590921327471733
40,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Jozbeth Medina farfan,"Arriba Claudia Sheinbaum, AMLO y la 4T.️","['Arriba Claudia Sheinbaum, AMLO y la 4T.️', ['👏', '❤', '🥰']]",2 weeks ago,1,2023-02-05 11:22:03,Sunday,POS,0.325215145945549
41,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",GREGO ESQUIVEL,ERAS MI IDOLO PINCHE LORD ESCORPION SHEINBAUM.... ESTUVO BUENA LA MAIZIADA!!!,"['ERAS MI IDOLO PINCHE LORD ESCORPION SHEINBAUM.... ESTUVO BUENA LA MAIZIADA!!!', []]",9 days ago,4,2023-02-10 11:22:03,Friday,POS,0.8117063194513321
42,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",jose clemente,La cara del poli cuando vio a la jefa ,"['La cara del poli cuando vio a la jefa ', ['😂']]",2 weeks ago,849,2023-02-05 11:22:03,Sunday,NEU,-0.07002433389425278
43,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Rodolfo Chema,Escorpion para la mañanera!!!! Que se arme ,"['Escorpion para la mañanera!!!! Que se arme ', ['🔥', '🤯']]",4 days ago,0,2023-02-15 11:22:03,Wednesday,POS,0.5484606549143791
44,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",ORLANDO NEVES,"Estoy espectante al vídeo de escorpión con Ibai, siento que va a ser algo espectacular ️️️️","['Estoy espectante al vídeo de escorpión con Ibai, siento que va a ser algo espectacular ️️️️', ['❤', '❤', '❤', '❤']]",2 weeks ago,19,2023-02-05 11:22:03,Sunday,POS,0.9488855847157538
45,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",JOSE EDUARDO HERNANDEZ ANDRADE,"La decepción, la traición amigos. ","['La decepción, la traición amigos. ', ['🦂', '💰']]",12 days ago,5,2023-02-07 11:22:03,Tuesday,NEG,-0.9002781389281154
46,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",•ANGL VD•,"Fue más graciosa que Luisito comunica, para que no se pierda la costumbre raza ","['Fue más graciosa que Luisito comunica, para que no se pierda la costumbre raza ', ['🤣', '🤣']]",12 days ago,3,2023-02-07 11:22:03,Tuesday,POS,0.5352175831794739
47,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Mr Kakas,Yo nada más vengo por el capítulo de la Unidad de quemados a la que llegó el Escorpión dorado. ,"['Yo nada más vengo por el capítulo de la Unidad de quemados a la que llegó el Escorpión dorado. ', ['😂', '😂', '😂']]",2 weeks ago,788,2023-02-05 11:22:03,Sunday,NEU,-0.21541467308998108
48,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Pedro,Que buena inversión hizo Claudia con esta entrevista,"['Que buena inversión hizo Claudia con esta entrevista', []]",2 weeks ago,25,2023-02-05 11:22:03,Sunday,POS,0.9699599265586585
49,2023-02-19 11:00:55,PelucheEn ElEstuche,9.26M subscribers,CLAUDIA SHEINBAUM #alVolante Edición “los presidenciables” capítulo 1 sin censura!,,1.4M views,2 weeks ago,Sunday,2023-02-05 11:22:03,59000,"8,797",Eliezer García,"Grande Alex Lora, qué humildad","['Grande Alex Lora, qué humildad', []]",5 days ago,0,2023-02-14 11:22:03,Tuesday,POS,0.9107975699007511
